top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role
Azir,Jax,Sylas,Warwick,Camille,Akali,Zeri,Jhin,Lulu,Miss Fortune,-8222.0,red,-2,1.0,2.0,-3.5,-2.66,-1.75,-3.25,-9.25,mid,Mage,top,Fighter,top,Mage,top,Fighter,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,adc,Marksman
Urgot,Ornn,Nidalee,Jhin,Ahri,Gragas,Xayah,Qiyana,Thresh,Karma,1695.0,blue,2,-1.0,-1.0,7.75,-1.5,-1.67,-9.6,-9.0,top,Fighter,top,Tank,jungle,Assassin,adc,Marksman,mid,Mage,top,Fighter,adc,Marksman,mid,Assassin,support,Support,support,Mage
Darius,Sion,Karthus,Gragas,Kassadin,Sylas,Ezreal,Kai'Sa,Soraka,Nami,234.0,blue,0,1.0,0.0,0.16999999999999993,-4.0,-4.0,2.0,0.6699999999999999,top,Fighter,top,Tank,jungle,Mage,top,Fighter,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Aatrox,Malphite,Kayn,Rengar,Veigar,Zilean,Ezreal,Jinx,Tahm Kench,Leona,-1626.0,blue,1,-1.0,0.0,0.0,-1.6600000000000001,-7.5,2.7,0.5,top,Fighter,top,Tank,top,Fighter,top,Assassin,mid,Mage,mid,Support,adc,Marksman,adc,Marksman,top,Support,support,Tank
Malphite,Ornn,Gragas,Hecarim,Yasuo,Veigar,Vayne,Kog'Maw,Amumu,Blitzcrank,1578.0,blue,2,-1.0,0.0,4.0,3.83,3.0,-0.40000000000000013,-0.3999999999999999,top,Tank,top,Tank,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,top,Marksman,adc,Marksman,jungle,Tank,support,Tank
Camille,Urgot,Evelynn,Jarvan IV,Ziggs,Viktor,Jinx,Xayah,Brand,Seraphine,6544.0,blue,2,1.0,-3.0,5.0,-6.0,0.25,1.67,-2.8,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,adc,Mage
Malphite,Mordekaiser,Wukong,Vi,LeBlanc,Taliyah,Caitlyn,Jhin,Yuumi,Heimerdinger,605.0,blue,2,0.0,0.0,2.0,2.5,1.0,-2.0,-2.0,top,Tank,top,Fighter,top,Fighter,jungle,Fighter,mid,Assassin,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Teemo,Cho'Gath,Graves,Viego,Nautilus,Sylas,Sivir,Ezreal,Milio,Pyke,-6284.0,red,0,2.0,1.0,0.33000000000000007,0.5,-2.0,-6.75,-2.0,top,Marksman,top,Tank,jungle,Marksman,jungle,Assassin,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Gwen,Annie,Lee Sin,Kayn,Orianna,Thresh,Caitlyn,Aphelios,Nautilus,Lissandra,-1532.0,red,-2,-1.0,1.0,-2.33,-1.5,-2.0,2.0,6.25,top,Fighter,mid,Mage,jungle,Fighter,top,Fighter,mid,Mage,support,Support,adc,Marksman,adc,Marksman,mid,Tank,mid,Mage
Bel'Veth,Camille,Hecarim,Gragas,LeBlanc,Azir,Varus,Jinx,Karma,Nautilus,3285.0,red,2,0.0,-1.0,-1.0,1.5,3.33,5.5,2.5,jungle,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Assassin,mid,Mage,mid,Marksman,adc,Marksman,support,Mage,mid,Tank
Nasus,Olaf,Kha'Zix,Nunu & Willump,Galio,LeBlanc,Jhin,Caitlyn,Jarvan IV,Lux,6353.0,blue,1,-1.0,-1.0,0.9199999999999999,1.75,4.0,7.8,6.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Tank,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Tank,mid,Mage
Lissandra,Jax,Kindred,Sylas,Cassiopeia,Ahri,Lucian,Kai'Sa,Milio,Renata Glasc,6179.0,blue,0,0.0,-1.0,0.0,6.6,1.33,1.0,3.0,mid,Mage,top,Fighter,jungle,Marksman,top,Mage,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Ornn,Vayne,Graves,Shyvana,Malzahar,Irelia,Miss Fortune,Jinx,Poppy,Taliyah,-4276.0,red,0,2.0,1.0,0.0,-7.0,4.67,-4.5,-9.33,top,Tank,top,Marksman,jungle,Marksman,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,top,Tank,jungle,Mage
Jax,Gragas,Lillia,Kha'Zix,Ahri,Sylas,Aphelios,Jinx,Milio,Karma,-5964.0,red,-2,1.0,0.0,-1.33,-4.0,-3.5,2.0,-0.25,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Mordekaiser,Illaoi,Lillia,Karthus,Jayce,Ahri,Ezreal,Kai'Sa,Amumu,Thresh,2395.0,blue,2,1.0,-1.0,1.0,3.5,6.25,-8.67,-3.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,jungle,Tank,support,Support
Viego,Shen,K'Sante,Jarvan IV,Yasuo,Yone,Jhin,Ezreal,Lux,Yuumi,-5439.0,red,-2,0.0,1.0,-3.0,-1.67,-8.86,0.0,0.6699999999999999,jungle,Assassin,top,Tank,top,Tank,jungle,Tank,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Renekton,Poppy,Gragas,Shaco,Zoe,Irelia,Caitlyn,Varus,Milio,Karma,4405.0,red,0,1.0,0.0,5.0,3.5,0.75,1.0,0.75,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,mid,Marksman,support,Support,support,Mage
Dr. Mundo,Jax,Jarvan IV,Nunu & Willump,Rumble,Vladimir,Draven,Kai'Sa,Nautilus,Janna,1657.0,blue,2,-1.0,0.0,0.6699999999999999,3.0,0.0,4.33,3.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Tank,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Sett,Yone,Vi,Graves,Lux,Veigar,Samira,Soraka,Pyke,Varus,13402.0,blue,2,-1.0,-3.0,12.0,11.0,11.75,10.0,1.77,top,Fighter,top,Assassin,jungle,Fighter,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,support,Support,support,Support,mid,Marksman
Akshan,LeBlanc,Amumu,Gragas,Syndra,Katarina,Samira,Twitch,Thresh,Lulu,-5955.0,red,-1,1.0,1.0,-4.0,-3.3,0.0,-8.8,-9.0,top,Marksman,mid,Assassin,jungle,Tank,top,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Mordekaiser,K'Sante,Nidalee,Ekko,Akshan,LeBlanc,Sivir,Blitzcrank,Braum,Ezreal,3403.0,blue,2,-1.0,-1.0,2.33,1.0,1.67,7.0,8.25,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,top,Marksman,mid,Assassin,adc,Marksman,support,Tank,support,Support,adc,Marksman
Gnar,Samira,Lee Sin,Camille,Talon,Qiyana,Ezreal,Leona,Zyra,Elise,1520.0,red,1,1.0,-1.0,0.0,-1.83,-1.17,-2.25,0.33000000000000007,top,Fighter,adc,Marksman,jungle,Fighter,top,Fighter,jungle,Assassin,mid,Assassin,adc,Marksman,support,Tank,support,Mage,jungle,Mage
Kayn,Xayah,Wukong,Gragas,Kassadin,Viego,Varus,Shen,Blitzcrank,Annie,-124.0,blue,-1,0.0,0.0,-4.0,-2.0,-1.0,1.5,0.0,top,Fighter,adc,Marksman,top,Fighter,top,Fighter,mid,Assassin,jungle,Assassin,mid,Marksman,top,Tank,support,Tank,mid,Mage
Jax,Mordekaiser,Rengar,Rek'Sai,Cho'Gath,Irelia,Ezreal,Jinx,Thresh,Lulu,-547.0,blue,-2,-1.0,0.0,0.0,-1.0,5.75,-1.0,4.0,top,Fighter,top,Fighter,top,Assassin,jungle,Fighter,top,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Jayce,Kled,Karthus,Wukong,Katarina,Zoe,Varus,Aphelios,Milio,Lux,541.0,red,-2,-2.0,2.0,-1.5,-1.25,6.5,3.33,7.5,top,Fighter,top,Fighter,jungle,Mage,top,Fighter,mid,Assassin,mid,Mage,mid,Marksman,adc,Marksman,support,Support,mid,Mage
Riven,Gangplank,Kha'Zix,Lee Sin,Anivia,Singed,Ezreal,Miss Fortune,Zilean,Veigar,-5499.0,red,-2,2.0,0.0,0.6699999999999999,-7.8,-2.0,-0.96,-2.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Tank,adc,Marksman,adc,Marksman,mid,Support,mid,Mage
Gragas,Quinn,Talon,Graves,Akali,Diana,Kai'Sa,Jinx,Thresh,Lulu,-3594.0,red,-2,1.0,1.0,1.5,-3.0,-1.0,-1.0,-3.0,top,Fighter,top,Marksman,jungle,Assassin,jungle,Marksman,top,Assassin,jungle,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Kennen,Zed,Gragas,Poppy,Qiyana,Galio,Ezreal,Miss Fortune,Leona,Thresh,-1782.0,red,2,1.0,0.0,0.0,-2.75,1.75,-2.5,-1.0,top,Mage,top,Assassin,top,Fighter,top,Tank,mid,Assassin,mid,Tank,adc,Marksman,adc,Marksman,support,Tank,support,Support
Gwen,Illaoi,Kayn,Ekko,Orianna,Galio,Jinx,Ezreal,Thresh,Bard,-4346.0,blue,0,1.0,1.0,0.0,-2.0,-4.0,-6.0,-7.25,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support
Rengar,Cassiopeia,Lucian,Ornn,Lux,Morgana,Nami,Kai'Sa,Rakan,Shaco,1709.0,blue,1,-1.0,-1.0,0.7000000000000002,0.33000000000000007,1.4700000000000002,8.25,0.33000000000000007,top,Assassin,top,Mage,adc,Marksman,top,Tank,mid,Mage,support,Mage,support,Support,adc,Marksman,support,Support,jungle,Assassin
Jax,Illaoi,Sylas,Fiddlesticks,Katarina,Azir,Jinx,Kalista,Rakan,Maokai,-7837.0,red,0,2.0,2.0,-3.0,-5.0,-2.5,-2.5,0.16999999999999993,top,Fighter,top,Fighter,top,Mage,jungle,Mage,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,top,Tank
Sett,Sion,Lee Sin,Vi,Viktor,Sylas,Xayah,Aphelios,Blitzcrank,Milio,8388.0,blue,2,1.0,-2.0,3.8,2.25,3.5,3.0,4.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Jax,Riven,Master Yi,Fiddlesticks,Aurelion Sol,Twisted Fate,Ezreal,Zeri,Yuumi,Blitzcrank,-1974.0,red,2,0.0,-1.0,-2.5,-6.0,-4.5,3.0,5.67,top,Fighter,top,Fighter,jungle,Assassin,jungle,Mage,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Tryndamere,Jayce,Kha'Zix,Nidalee,Diana,Zed,Ezreal,Xayah,Nami,Milio,-8810.0,red,-2,-1.0,2.0,-1.0,-2.2,-7.6,-5.0,-4.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,jungle,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Irelia,Poppy,Ekko,Rammus,Zed,Rumble,Sivir,Karthus,Shaco,Pyke,53.0,red,-2,2.0,0.0,0.0,-3.67,1.0,-1.75,-0.6699999999999999,top,Fighter,top,Tank,jungle,Assassin,jungle,Tank,top,Assassin,top,Fighter,adc,Marksman,jungle,Mage,jungle,Assassin,support,Support
Ornn,Tristana,Vi,Lissandra,Syndra,Malphite,Lulu,Wukong,Kog'Maw,Blitzcrank,-6415.0,red,-2,0.0,1.0,-2.0,-3.75,-7.33,-7.0,-4.5,top,Tank,mid,Marksman,jungle,Fighter,mid,Mage,mid,Mage,top,Tank,support,Support,top,Fighter,adc,Marksman,support,Tank
Olaf,Singed,Wukong,Hecarim,Akshan,Nunu & Willump,Karthus,Xayah,Thresh,Soraka,2936.0,red,2,0.0,-1.0,1.0,1.17,2.0,-5.0,-3.5,top,Fighter,top,Tank,top,Fighter,jungle,Fighter,top,Marksman,jungle,Tank,jungle,Mage,adc,Marksman,support,Support,support,Support
Darius,Mordekaiser,Wukong,Lillia,Lissandra,Viktor,Cho'Gath,Vayne,Senna,Thresh,5885.0,blue,2,-1.0,-2.0,1.67,8.5,1.0,4.3,10.5,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,mid,Mage,top,Tank,top,Marksman,support,Marksman,support,Support
Camille,Warwick,Taliyah,Sylas,Yone,Kennen,Caitlyn,Kai'Sa,Lux,Zyra,-9731.0,red,-2,2.0,0.0,-5.8,-3.17,-6.33,-4.67,-1.17,top,Fighter,top,Fighter,jungle,Mage,top,Mage,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Mage
Blitzcrank,Xin Zhao,Lissandra,Galio,Viego,Nautilus,Aphelios,Gnar,Jax,Zeri,11405.0,blue,2,-2.0,-3.0,5.33,4.0,11.4,11.0,0.9999999999999999,support,Tank,jungle,Fighter,mid,Mage,mid,Tank,jungle,Assassin,mid,Tank,adc,Marksman,top,Fighter,top,Fighter,adc,Marksman
Sion,Nasus,Evelynn,Graves,Gangplank,Azir,Draven,Jhin,Lulu,Senna,3936.0,blue,2,0.0,-1.0,-0.6699999999999999,4.5,4.0,-8.57,0.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Marksman,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Ezreal,Poppy,Graves,Kayn,Lux,Ahri,Fiora,Seraphine,Soraka,Pyke,-11891.0,red,0,1.0,1.0,-10.83,-7.67,-9.75,-6.8,-16.67,adc,Marksman,top,Tank,jungle,Marksman,top,Fighter,mid,Mage,mid,Mage,top,Fighter,adc,Mage,support,Support,support,Support
Kennen,Nasus,Rengar,Lee Sin,Annie,Rumble,Kai'Sa,Nilah,Pyke,Yuumi,-957.0,blue,0,0.0,0.0,-0.5,0.5,-8.33,1.0,-8.6,top,Mage,top,Fighter,top,Assassin,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Fighter,support,Support,support,Support
Gragas,Sion,Karthus,Graves,Vex,Ahri,Tristana,Jinx,Blitzcrank,Lux,-3934.0,red,-1,2.0,1.0,-1.0,3.0,1.5,-6.25,0.5,top,Fighter,top,Tank,jungle,Mage,jungle,Marksman,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Tank,mid,Mage
Irelia,Rakan,Gragas,Ezreal,Azir,Syndra,Lucian,Malphite,Nami,Hecarim,7192.0,red,-1,0.0,-3.0,-1.67,0.33000000000000007,5.33,1.0,0.6699999999999999,top,Fighter,support,Support,top,Fighter,adc,Marksman,mid,Mage,mid,Mage,adc,Marksman,top,Tank,support,Support,jungle,Fighter
Renekton,Zac,Lee Sin,Kha'Zix,Fizz,Katarina,Seraphine,Kai'Sa,Senna,Alistar,12926.0,blue,1,-2.0,-3.0,10.0,3.75,4.21,7.0,4.4,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Assassin,mid,Assassin,adc,Mage,adc,Marksman,support,Marksman,support,Tank
Camille,Jayce,Jarvan IV,Kayn,LeBlanc,Sylas,Draven,Ezreal,Amumu,Soraka,2322.0,blue,0,0.0,1.0,0.9199999999999999,4.0,-3.67,6.5,2.0,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,jungle,Tank,support,Support
Ornn,Camille,Sejuani,Kayn,LeBlanc,Irelia,Ezreal,Karthus,Leona,Nautilus,406.0,red,0,0.0,0.0,-1.5,1.42,0.25,4.0,8.67,top,Tank,top,Fighter,jungle,Tank,top,Fighter,mid,Assassin,top,Fighter,adc,Marksman,jungle,Mage,support,Tank,mid,Tank
Yorick,Riven,Zed,Rengar,Poppy,Sylas,Xayah,Jhin,Rakan,Milio,-6570.0,red,-1,-1.0,1.0,-3.0,-11.75,-0.75,-4.5,-6.25,top,Fighter,top,Fighter,top,Assassin,top,Assassin,top,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Akshan,Tryndamere,Shaco,Udyr,Ahri,Ziggs,Ezreal,Jinx,Nautilus,Lux,1092.0,blue,2,-1.0,0.0,3.0,-4.0,-2.5,-0.6699999999999999,-0.5,top,Marksman,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,mid,Mage
Renekton,Gwen,Zac,Zed,Lissandra,Veigar,Kalista,Lucian,Morgana,Senna,3643.0,blue,1,-2.0,0.0,-2.5,4.0,1.0,9.83,9.0,top,Fighter,top,Fighter,top,Tank,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Marksman
Maokai,Kled,Sejuani,Rammus,Qiyana,Kassadin,Jinx,Twitch,Sona,Lulu,-8372.0,red,-2,-2.0,3.0,-4.5,-1.75,9.75,-4.5,-1.0,top,Tank,top,Fighter,jungle,Tank,jungle,Tank,mid,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Shen,Volibear,Master Yi,Veigar,Kalista,Ashe,Zoe,Vel'Koz,Thresh,-2038.0,red,0,-1.0,-1.0,-5.25,1.0,-9.67,3.0,6.0,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,mid,Mage,support,Support
Fiora,Nasus,Nocturne,Kha'Zix,Yone,Orianna,Swain,Xayah,Zilean,Zac,-1640.0,blue,0,0.0,0.0,-0.5,-3.0,0.16999999999999993,2.0,0.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Assassin,mid,Mage,top,Mage,adc,Marksman,mid,Support,top,Tank
Cho'Gath,Aatrox,Viego,Jinx,Lux,Yasuo,Kai'Sa,Kha'Zix,Karma,Lulu,-7039.0,red,-1,1.0,1.0,-4.0,-3.5,-2.25,-3.25,-3.0,top,Tank,top,Fighter,jungle,Assassin,adc,Marksman,mid,Mage,top,Fighter,adc,Marksman,jungle,Assassin,support,Mage,support,Support
Tryndamere,Jax,Kha'Zix,Gragas,Rumble,Yasuo,Draven,Ziggs,Rakan,Ashe,2905.0,red,-2,0.0,-1.0,5.0,0.0,0.0,2.25,5.67,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,top,Fighter,top,Fighter,adc,Marksman,mid,Mage,support,Support,adc,Marksman
Fiora,Jax,Rengar,Lillia,Karthus,Viktor,Kalista,Ezreal,Nautilus,Swain,-3162.0,blue,-1,-1.0,1.0,-1.5,3.0,2.75,0.33000000000000007,1.35,top,Fighter,top,Fighter,top,Assassin,jungle,Fighter,jungle,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,top,Mage
Jarvan IV,Ornn,Quinn,Graves,Ziggs,Azir,Jinx,Kog'Maw,Alistar,Karma,11767.0,blue,1,-2.0,-3.0,8.75,5.5,9.0,8.6,11.0,jungle,Tank,top,Tank,top,Marksman,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Mage
Gangplank,Yasuo,Kayn,Bel'Veth,Lux,Ziggs,Draven,Aphelios,Renata Glasc,Xerath,-2938.0,red,0,1.0,1.0,1.5,1.83,3.0,-4.67,-3.5,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Fiora,Yasuo,Viego,Jarvan IV,Ahri,Kai'Sa,Samira,Jinx,Nautilus,Lulu,-4977.0,red,0,0.0,1.0,-11.0,-1.0,4.0,2.5,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Yasuo,Rengar,Kayn,Viego,Ahri,LeBlanc,Kalista,Ezreal,Thresh,Nautilus,-4186.0,red,-2,2.0,1.0,-1.17,-0.16999999999999993,-5.33,-0.5,3.3,top,Fighter,top,Assassin,top,Fighter,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Mordekaiser,Fiora,Kha'Zix,Elise,Zed,Vladimir,Jinx,Kog'Maw,Senna,Nami,789.0,blue,0,-1.0,0.0,-1.5,-1.0,6.5,-2.0,0.06999999999999984,top,Fighter,top,Fighter,jungle,Assassin,jungle,Mage,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Renekton,Vayne,Jarvan IV,Trundle,Zoe,Viktor,Kai'Sa,Lucian,Lux,Nami,-947.0,blue,0,-1.0,1.0,0.33000000000000007,-2.67,5.83,2.33,0.5,top,Fighter,top,Marksman,jungle,Tank,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Olaf,Poppy,Diana,Evelynn,Syndra,Yasuo,Kai'Sa,Caitlyn,Yuumi,Karma,-878.0,red,2,1.0,0.0,-2.0,-0.8300000000000001,1.0,1.83,5.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Mage
Malphite,Nasus,Gragas,Wukong,Kalista,Vel'Koz,Vayne,Jhin,Karma,Senna,6176.0,blue,2,-1.0,-1.0,1.5,7.5,4.9,5.75,0.5,top,Tank,top,Fighter,top,Fighter,top,Fighter,adc,Marksman,mid,Mage,top,Marksman,adc,Marksman,support,Mage,support,Marksman
Rammus,Olaf,Tristana,Kha'Zix,Ahri,Cassiopeia,Jarvan IV,Xayah,Rakan,Lux,-7001.0,red,1,1.0,2.0,-2.62,-1.2,-6.33,-1.33,1.4600000000000002,jungle,Tank,top,Fighter,mid,Marksman,jungle,Assassin,mid,Mage,top,Mage,jungle,Tank,adc,Marksman,support,Support,mid,Mage
Gragas,Shen,Olaf,Shyvana,Veigar,Akshan,Jinx,Tristana,Nami,Milio,-1280.0,red,2,2.0,1.0,2.0,-0.5,-0.5,-5.75,-5.0,top,Fighter,top,Tank,top,Fighter,jungle,Fighter,mid,Mage,top,Marksman,adc,Marksman,mid,Marksman,support,Support,support,Support
Sion,Ryze,Skarner,Ahri,Nautilus,Kayn,Kalista,Ezreal,Kennen,Braum,-710.0,blue,-2,-1.0,0.0,3.33,-3.0,-1.0,-2.0,0.0,top,Tank,mid,Mage,jungle,Fighter,mid,Mage,mid,Tank,top,Fighter,adc,Marksman,adc,Marksman,top,Mage,support,Support
Pantheon,Malphite,Lee Sin,Elise,Sylas,Yone,Jinx,Aphelios,Blitzcrank,Leona,-3840.0,red,-2,-1.0,0.0,-2.33,-3.67,-1.0,-1.83,-0.6699999999999999,top,Fighter,top,Tank,jungle,Fighter,jungle,Mage,top,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Tank,support,Tank
Jayce,Evelynn,Nidalee,Malphite,Annie,Yasuo,Kai'Sa,Xayah,Blitzcrank,Soraka,-4361.0,blue,-1,-1.0,1.0,-2.93,-3.5,-0.5,2.0,-2.75,top,Fighter,jungle,Assassin,jungle,Assassin,top,Tank,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Tank,support,Support
Gangplank,Evelynn,Poppy,Nunu & Willump,Syndra,Qiyana,Kai'Sa,Xayah,Maokai,Rakan,-5579.0,blue,0,-1.0,1.0,-2.0,-3.33,-3.0,-4.33,-1.0,top,Fighter,jungle,Assassin,top,Tank,jungle,Tank,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,top,Tank,support,Support
Gwen,Rengar,Graves,Zac,Irelia,Yasuo,Ezreal,Jinx,Nautilus,Yuumi,2800.0,blue,2,1.0,-1.0,-0.5,-1.0,-0.55,-1.0,2.0,top,Fighter,top,Assassin,jungle,Marksman,top,Tank,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Sion,Fiora,Qiyana,Zed,Sylas,Ezreal,Caitlyn,Amumu,Senna,Xerath,-4015.0,red,-2,1.0,1.0,-0.9199999999999999,0.33000000000000007,-1.0,-0.16999999999999993,-2.5,top,Tank,top,Fighter,mid,Assassin,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,jungle,Tank,support,Marksman,mid,Mage
Gragas,Camille,Diana,Ekko,Zed,Ryze,Akshan,Aphelios,Rakan,Blitzcrank,-1354.0,blue,0,-1.0,-1.0,2.5,-2.75,-5.67,-0.9300000000000002,0.41999999999999993,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Assassin,mid,Mage,top,Marksman,adc,Marksman,support,Support,support,Tank
Renekton,Quinn,Wukong,Gragas,Syndra,Irelia,Zeri,Jinx,Vel'Koz,Zilean,8440.0,red,2,-1.0,-1.0,0.67,8.25,2.0,7.0,7.0,top,Fighter,top,Marksman,top,Fighter,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,mid,Mage,mid,Support
Gragas,Ornn,Viego,Evelynn,Aurelion Sol,Malzahar,Kai'Sa,Aphelios,Milio,Xerath,-6134.0,red,-2,0.0,1.0,1.0,-7.5,-5.0,0.5,-3.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Malphite,Gragas,Kha'Zix,Lee Sin,Ahri,Annie,Zeri,Jinx,Yuumi,Pyke,-8157.0,blue,2,2.0,2.0,-0.32999999999999996,-7.0,-8.33,-4.8,-6.5,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Malphite,Zac,Talon,Zed,Lissandra,Jinx,Miss Fortune,Braum,Nautilus,-3092.0,red,-2,-1.0,1.0,-2.0,-1.0,0.33000000000000007,1.67,6.5,top,Fighter,top,Tank,top,Tank,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Gragas,Poppy,Rengar,Master Yi,Yone,Vladimir,Jinx,Ashe,Yuumi,Bard,-8500.0,red,-1,2.0,2.0,1.0,-9.67,-1.67,-12.86,-11.75,top,Fighter,top,Tank,top,Assassin,jungle,Assassin,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Poppy,Teemo,Kha'Zix,Jarvan IV,Akali,Talon,Kai'Sa,Jinx,Lulu,Nami,-3435.0,red,-2,1.0,0.0,-2.67,2.0,0.32999999999999996,2.0,-1.7,top,Tank,top,Marksman,jungle,Assassin,jungle,Tank,top,Assassin,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Gnar,Sion,Kayn,Gragas,Taliyah,Veigar,Ezreal,Xayah,Lulu,Rakan,4328.0,blue,2,0.0,0.0,-0.5,2.8,-0.8699999999999999,9.5,9.67,top,Fighter,top,Tank,top,Fighter,top,Fighter,jungle,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
