top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role,score_blue,score_red,score_blue_role,score_red_role
Ornn,Gangplank,Master Yi,Lillia,Riven,Tristana,Kai'Sa,Nilah,Morgana,Sona,3183.0,blue,2,-2.0,0.0,4.6,1.0,6.0,1.0,3.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Marksman,adc,Marksman,adc,Fighter,support,Mage,support,Support,4.0,5.0,5.0,3.0
Kai'Sa,Viktor,Jax,Kha'Zix,Cassiopeia,Malphite,Miss Fortune,Jinx,Ashe,Lulu,-514.0,red,2,1.0,0.0,-4.0,-2.75,-1.0,2.0,-0.16999999999999993,adc,Marksman,mid,Mage,top,Fighter,jungle,Assassin,top,Mage,top,Tank,adc,Marksman,adc,Marksman,adc,Marksman,support,Support,1.0,3.0,3.0,5.0
Irelia,Graves,Kha'Zix,Jarvan IV,Vladimir,Lux,Aphelios,Ezreal,Senna,Fizz,425.0,red,-1,-1.0,0.0,2.5,-0.8300000000000001,-2.34,-0.5,1.0,top,Fighter,jungle,Marksman,jungle,Assassin,jungle,Tank,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,mid,Assassin,4.0,3.0,4.0,4.0
Fiora,Yasuo,Viego,Jarvan IV,Ahri,Kai'Sa,Samira,Jinx,Nautilus,Lulu,-4977.0,red,0,0.0,1.0,-11.0,-1.0,4.0,2.5,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,mid,Tank,support,Support,4.0,4.0,5.0,4.0
Sion,Vayne,Evelynn,Lillia,Urgot,Zac,Kai'Sa,Ezreal,Rell,Milio,-1813.0,red,0,1.0,0.0,1.67,-1.0,-2.0,0.0,1.0,top,Tank,top,Marksman,jungle,Assassin,jungle,Fighter,top,Fighter,top,Tank,adc,Marksman,adc,Marksman,support,Tank,support,Support,4.0,4.0,4.0,4.0
Vladimir,Illaoi,Viego,Rek'Sai,Galio,Aurelion Sol,Jinx,Xayah,Ashe,Senna,7633.0,blue,2,-2.0,-1.0,3.0,6.0,4.5,12.0,5.6,top,Mage,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Tank,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,support,Marksman,4.0,5.0,4.0,3.0
Cho'Gath,Jayce,Kha'Zix,Jarvan IV,Sylas,Veigar,Kai'Sa,Jinx,Rakan,Thresh,-3659.0,red,-2,0.0,1.0,0.7300000000000001,-7.0,1.67,-2.33,-0.5,top,Tank,top,Fighter,jungle,Assassin,jungle,Tank,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,5.0,5.0
Tryndamere,Darius,Kindred,Lee Sin,LeBlanc,Lissandra,Lucian,Xayah,Amumu,Seraphine,-8773.0,red,-1,-2.0,1.0,-4.75,-4.33,-1.0,-3.67,-4.5,top,Fighter,top,Fighter,jungle,Marksman,jungle,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,jungle,Tank,adc,Mage,4.0,4.0,4.0,3.0
Sion,Vladimir,Master Yi,Vi,Ahri,Jayce,Varus,Ezreal,Nautilus,Thresh,6694.0,blue,2,-1.0,0.0,-1.0,8.6,4.0,2.0,5.5,top,Tank,top,Mage,jungle,Assassin,jungle,Fighter,mid,Mage,top,Fighter,mid,Marksman,adc,Marksman,mid,Tank,support,Support,3.0,4.0,4.0,4.0
Bel'Veth,Riven,Warwick,Lillia,Ahri,Jayce,Caitlyn,Jinx,Milio,Janna,5773.0,blue,2,-2.0,-1.0,7.0,8.4,6.67,1.0,3.0,jungle,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,4.0,4.0,3.0
Gnar,Ornn,Nidalee,Lee Sin,Lux,Lissandra,Ezreal,Aphelios,Sona,Seraphine,2007.0,blue,2,-1.0,-1.0,0.0,-4.0,1.5,1.0,-2.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,adc,Mage,5.0,4.0,5.0,4.0
Camille,Jax,Nidalee,Lee Sin,Irelia,Xerath,Vayne,Ezreal,Renata Glasc,Karma,2420.0,blue,2,-1.0,0.0,3.33,5.67,-1.25,0.5,-3.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Mage,top,Marksman,adc,Marksman,support,Support,support,Mage,3.0,5.0,4.0,3.0
Gnar,Aatrox,Evelynn,Lee Sin,Vex,LeBlanc,Zeri,Vayne,Rakan,Yuumi,2631.0,blue,1,2.0,-1.0,2.0,0.0,1.0,0.0,1.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,top,Marksman,support,Support,support,Support,5.0,4.0,5.0,4.0
Jayce,Renekton,Elise,Master Yi,Katarina,Xerath,Seraphine,Zeri,Rakan,Janna,2125.0,blue,2,1.0,0.0,1.58,1.17,2.67,-1.0,1.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,mid,Assassin,mid,Mage,adc,Mage,adc,Marksman,support,Support,support,Support,5.0,5.0,4.0,5.0
Nasus,Garen,Rek'Sai,Lillia,Vladimir,Ahri,Varus,Milio,Nautilus,Lucian,9301.0,blue,2,-1.0,-1.0,0.0,10.4,0.0,12.0,5.7,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,top,Mage,mid,Mage,mid,Marksman,support,Support,mid,Tank,adc,Marksman,2.0,3.0,4.0,4.0
Jax,Malphite,Fiddlesticks,Jarvan IV,Bel'Veth,Diana,Ezreal,Varus,Nautilus,Thresh,-67.0,blue,2,0.0,0.0,0.83,-2.33,0.6000000000000001,0.0,-1.92,top,Fighter,top,Tank,jungle,Mage,jungle,Tank,jungle,Fighter,jungle,Fighter,adc,Marksman,mid,Marksman,mid,Tank,support,Support,3.0,3.0,4.0,4.0
Olaf,Renekton,Taliyah,Nidalee,Yasuo,Jayce,Aphelios,Nilah,Thresh,Leona,2170.0,blue,0,-1.0,-1.0,-1.0,2.33,3.5,3.5,6.33,top,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Fighter,support,Support,support,Tank,4.0,4.0,4.0,3.0
Sett,Rammus,Viego,Fiddlesticks,Xayah,Brand,Syndra,Kai'Sa,Rakan,Blitzcrank,-3440.0,red,2,0.0,-1.0,-1.6,-2.5,-4.0,-3.25,-4.67,top,Fighter,jungle,Tank,jungle,Assassin,jungle,Mage,adc,Marksman,support,Mage,mid,Mage,adc,Marksman,support,Support,support,Tank,3.0,3.0,5.0,3.0
Malphite,Jayce,Rengar,Kha'Zix,Swain,Zoe,Ezreal,Draven,Lux,Morgana,-6928.0,red,0,2.0,1.0,-1.6600000000000001,-5.0,-5.0,2.67,-1.5,top,Tank,top,Fighter,top,Assassin,jungle,Assassin,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Mage,2.0,5.0,4.0,4.0
Darius,Jayce,Diana,Udyr,Syndra,Galio,Tristana,Caitlyn,Thresh,Heimerdinger,-1003.0,red,-2,2.0,1.0,0.0,-0.5,6.67,4.5,-4.25,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,mid,Tank,mid,Marksman,adc,Marksman,support,Support,support,Mage,4.0,4.0,4.0,4.0
Riven,Ornn,Kindred,Bel'Veth,Taliyah,Varus,Sivir,Jinx,Alistar,Janna,6083.0,blue,0,-2.0,-1.0,0.5,7.75,4.75,2.5,2.34,top,Fighter,top,Tank,jungle,Marksman,jungle,Fighter,jungle,Mage,mid,Marksman,adc,Marksman,adc,Marksman,support,Tank,support,Support,4.0,5.0,4.0,4.0
Shen,Kennen,Bel'Veth,Lee Sin,Pantheon,Gragas,Xayah,Lucian,Pyke,Milio,2168.0,red,0,2.0,0.0,6.0,-1.5,-1.0,0.0,4.25,top,Tank,top,Mage,jungle,Fighter,jungle,Fighter,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,4.0
Illaoi,Qiyana,Jarvan IV,Master Yi,Karthus,Syndra,Jhin,Jinx,Lux,Leona,-2387.0,red,-2,-1.0,0.0,-4.0,-1.0,-2.0,5.0,0.5,top,Fighter,mid,Assassin,jungle,Tank,jungle,Assassin,jungle,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Tank,3.0,4.0,4.0,4.0
Gwen,Gragas,Hecarim,Graves,Jax,Azir,Kai'Sa,Xayah,Lulu,Pyke,5759.0,blue,0,0.0,-1.0,-0.5,10.4,3.67,2.5,6.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Marksman,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,3.0,4.0
Singed,Sion,Graves,Kha'Zix,Cassiopeia,Viktor,Varus,Ezreal,Maokai,Yuumi,8479.0,blue,2,-2.0,-2.0,5.0,5.67,1.5,7.75,5.5,top,Tank,top,Tank,jungle,Marksman,jungle,Assassin,top,Mage,mid,Mage,mid,Marksman,adc,Marksman,top,Tank,support,Support,2.0,5.0,3.0,5.0
Renekton,Olaf,Nidalee,Jarvan IV,Gragas,Akali,Caitlyn,Renata Glasc,Senna,Ezreal,1519.0,red,0,1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.67,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,top,Fighter,top,Assassin,adc,Marksman,support,Support,support,Marksman,adc,Marksman,4.0,2.0,3.0,5.0
Renekton,Akali,Udyr,Nocturne,Karma,Annie,Xayah,Ezreal,Thresh,Rakan,4847.0,blue,2,-2.0,-1.0,3.67,2.67,0.0,1.0,2.0,top,Fighter,top,Assassin,top,Fighter,jungle,Assassin,support,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,4.0,4.0
Darius,Kayle,Kayn,Rengar,Lissandra,Viktor,Aphelios,Jinx,Blitzcrank,Lulu,178.0,blue,0,-1.0,1.0,4.75,0.33000000000000007,-4.33,2.5,1.0,top,Fighter,top,Fighter,top,Fighter,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,4.0,4.0,4.0,5.0
Sion,Kennen,Lee Sin,Kha'Zix,LeBlanc,Lux,Ziggs,Xayah,Poppy,Nautilus,4508.0,blue,-1,-1.0,-1.0,0.0,1.6600000000000001,7.67,7.0,2.75,top,Tank,top,Mage,jungle,Fighter,jungle,Assassin,mid,Assassin,mid,Mage,mid,Mage,adc,Marksman,top,Tank,mid,Tank,3.0,4.0,4.0,4.0
Mordekaiser,Vayne,Viego,Kindred,Katarina,Taliyah,Jhin,Varus,Thresh,Milio,-714.0,red,2,1.0,0.0,2.67,2.75,-4.5,0.0,-3.0,top,Fighter,top,Marksman,jungle,Assassin,jungle,Marksman,mid,Assassin,jungle,Mage,adc,Marksman,mid,Marksman,support,Support,support,Support,5.0,3.0,4.0,3.0
Garen,Leona,Elise,Bel'Veth,Katarina,Kassadin,Aphelios,Xayah,Amumu,Riven,6448.0,blue,1,1.0,-1.0,3.75,8.0,6.0,1.33,-2.0,top,Fighter,support,Tank,jungle,Mage,jungle,Fighter,mid,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Tank,top,Fighter,4.0,3.0,5.0,4.0
Illaoi,Gragas,Kindred,Viego,Ahri,Akshan,Jinx,Ezreal,Rakan,Karma,-1523.0,blue,1,-1.0,1.0,-2.0,0.40000000000000013,5.5,0.5,0.75,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,4.0,4.0,4.0
Rammus,Mordekaiser,Kha'Zix,Master Yi,Veigar,Varus,Jinx,Jhin,Sona,Bard,-4587.0,red,-2,2.0,2.0,-9.89,-1.0,-3.8,-1.0,-2.5,jungle,Tank,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,5.0,4.0
Rammus,Lissandra,Kindred,Udyr,Rumble,Zed,Ezreal,Kai'Sa,Pyke,Sona,-4202.0,red,-2,-2.0,-1.0,-6.67,-1.3,-3.17,0.0,-5.17,jungle,Tank,mid,Mage,jungle,Marksman,top,Fighter,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,2.0,4.0,5.0
Pantheon,Riven,Bel'Veth,Viktor,Sylas,Maokai,Draven,Aphelios,Thresh,Rell,6183.0,red,2,-1.0,-1.0,0.0,5.5,2.5,0.0,1.33,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,top,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,3.0,4.0,4.0
Yorick,Tryndamere,Lee Sin,Ekko,LeBlanc,Tristana,Varus,Lucian,Bard,Milio,-1473.0,blue,0,-2.0,1.0,-7.83,-1.0,3.0,3.75,6.25,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Assassin,mid,Marksman,mid,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Singed,Gwen,Viego,Lillia,LeBlanc,Tristana,Draven,Kai'Sa,Amumu,Sona,-7617.0,red,0,0.0,2.0,2.5,-1.33,-5.33,-7.0,-2.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Assassin,mid,Marksman,adc,Marksman,adc,Marksman,jungle,Tank,support,Support,4.0,5.0,3.0,3.0
Camille,Shen,Master Yi,Bel'Veth,Galio,Vladimir,Jinx,Zeri,Lulu,Yuumi,4264.0,blue,2,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,5.0,5.0
Veigar,Malphite,Wukong,Rengar,Sylas,Sion,Tryndamere,Jinx,Thresh,Soraka,2893.0,blue,2,0.0,0.0,0.6699999999999999,4.5,10.0,3.0,4.0,mid,Mage,top,Tank,top,Fighter,top,Assassin,top,Mage,top,Tank,top,Fighter,adc,Marksman,support,Support,support,Support,1.0,3.0,3.0,4.0
Jayce,Malphite,Lillia,Ekko,Diana,Riven,Xayah,Ezreal,Thresh,Taric,-4431.0,red,1,1.0,1.0,-0.9999999999999999,-2.5,-0.08000000000000007,-3.0,-4.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,3.0,5.0
Kennen,Jax,Kayn,Jarvan IV,Twisted Fate,Anivia,Ezreal,Xayah,Karma,Twitch,-4449.0,red,-2,2.0,1.0,-0.83,2.0,-5.2,0.6699999999999999,0.16999999999999993,top,Mage,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,adc,Marksman,4.0,4.0,3.0,4.0
Ornn,Sion,Lee Sin,Rek'Sai,Lux,Orianna,Aphelios,Vayne,Cassiopeia,Thresh,-3492.0,red,2,1.0,1.0,2.33,0.0,-4.75,-7.5,1.0,top,Tank,top,Tank,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,top,Marksman,top,Mage,support,Support,4.0,4.0,4.0,5.0
Mordekaiser,Volibear,Wukong,Lee Sin,Viktor,Ahri,Xayah,Aphelios,Milio,Thresh,1834.0,blue,2,-1.0,-1.0,0.83,0.8300000000000001,-3.5,1.0,1.5,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Milio,Gragas,Ahri,Kha'Zix,Kayn,Lux,Darius,Aphelios,Draven,Thresh,-3019.0,red,-2,2.0,1.0,0.0,0.5,0.0,1.5,0.0,support,Support,top,Fighter,mid,Mage,jungle,Assassin,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,0.0,5.0,4.0,5.0
Lillia,Aatrox,Jinx,Lulu,Nautilus,Wukong,Taliyah,Kog'Maw,Rakan,Lissandra,2221.0,blue,0,-1.0,0.0,-1.0,2.67,0.0,2.5,3.0,jungle,Fighter,top,Fighter,adc,Marksman,support,Support,mid,Tank,top,Fighter,jungle,Mage,adc,Marksman,support,Support,mid,Mage,2.0,2.0,5.0,4.0
Garen,Kennen,Kayn,Malphite,Ryze,Rengar,Zeri,Xayah,Milio,Rakan,960.0,blue,1,2.0,0.0,-0.5,1.0,-3.5,0.0,0.6699999999999999,top,Fighter,top,Mage,top,Fighter,top,Tank,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,3.0,4.0,5.0
Gwen,Renekton,Bel'Veth,Nidalee,Brand,Talon,Aphelios,Jinx,Maokai,Karma,-2012.0,red,2,1.0,0.0,-0.75,-12.5,-1.33,-2.75,-2.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,support,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,top,Tank,support,Mage,3.0,4.0,4.0,4.0
Gangplank,Sion,Gragas,Pantheon,Fizz,Akali,Varus,Jinx,Yuumi,Karma,-1809.0,blue,1,-1.0,0.0,-1.0,-5.5,-4.0,0.0,2.0,top,Fighter,top,Tank,top,Fighter,top,Fighter,mid,Assassin,top,Assassin,mid,Marksman,adc,Marksman,support,Support,support,Mage,3.0,3.0,4.0,5.0
Singed,Aatrox,Warwick,Evelynn,Lux,Ahri,Kai'Sa,Jinx,Blitzcrank,Thresh,-2224.0,red,-2,0.0,1.0,-2.67,-4.5,-5.5,4.33,0.0,top,Tank,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,4.0,5.0,4.0,5.0
Bel'Veth,Gangplank,Garen,Nidalee,Akali,Lux,Draven,Ezreal,Nautilus,Yuumi,1025.0,blue,0,-1.0,-1.0,-1.0,-1.3399999999999999,0.8,1.0,-6.67,jungle,Fighter,top,Fighter,top,Fighter,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support,1.0,5.0,4.0,5.0
Jarvan IV,Olaf,Lillia,Kha'Zix,Bel'Veth,Ahri,Xerath,Xayah,Twitch,Rakan,8605.0,blue,2,-1.0,-2.0,8.67,3.33,7.5,4.0,4.25,jungle,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,1.0,5.0,4.0,5.0
Olaf,Volibear,Bel'Veth,Graves,Twitch,Lissandra,Xerath,Aphelios,Janna,Nasus,4831.0,blue,2,1.0,-1.0,3.5,-3.5,0.0,0.0,-1.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Marksman,adc,Marksman,mid,Mage,mid,Mage,adc,Marksman,support,Support,top,Fighter,3.0,4.0,4.0,3.0
Gragas,Bel'Veth,Master Yi,Wukong,Brand,Lux,Xayah,Ziggs,Rakan,Milio,7158.0,blue,1,1.0,0.0,3.75,1.5,3.0,4.75,6.5,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,support,Mage,mid,Mage,adc,Marksman,mid,Mage,support,Support,support,Support,4.0,2.0,5.0,3.0
Gangplank,Fiora,Galio,Viego,Lee Sin,Annie,Ezreal,Jinx,Karma,Milio,7046.0,blue,0,-1.0,-2.0,2.17,3.5,2.8,8.0,1.67,top,Fighter,top,Fighter,mid,Tank,jungle,Assassin,jungle,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,3.0,5.0,4.0,5.0
K'Sante,Fiora,Rek'Sai,Jarvan IV,Kassadin,Twisted Fate,Ezreal,Pyke,Lux,Jinx,-7707.0,red,-2,2.0,2.0,-5.0,-2.25,-9.0,-2.33,-2.29,top,Tank,top,Fighter,jungle,Fighter,jungle,Tank,mid,Assassin,mid,Mage,adc,Marksman,support,Support,mid,Mage,adc,Marksman,4.0,3.0,5.0,5.0
Akshan,Gnar,Karthus,Qiyana,Akali,Galio,Jinx,Twitch,Lulu,Milio,-4713.0,red,-1,1.0,0.0,-5.0,-5.0,-0.83,-1.0,-1.0,top,Marksman,top,Fighter,jungle,Mage,mid,Assassin,top,Assassin,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Jax,Ornn,Ekko,Graves,Ahri,Lux,Zeri,Ezreal,Sona,Karma,-5560.0,red,0,1.0,0.0,-1.0,-2.5,-5.0,-3.0,0.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,5.0,5.0,3.0
Jarvan IV,Camille,Lillia,Yorick,Jayce,Kog'Maw,Kai'Sa,Ezreal,Janna,Lux,-2581.0,red,2,2.0,-1.0,4.0,4.0,0.5,-3.2,-2.5,jungle,Tank,top,Fighter,jungle,Fighter,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,adc,Marksman,support,Support,mid,Mage,3.0,2.0,4.0,3.0
Graves,Gragas,Nocturne,Master Yi,Jhin,Aurelion Sol,Milio,Jinx,Akali,Lux,-1637.0,red,0,1.0,-1.0,-0.5,-5.67,-5.33,-4.33,1.0,jungle,Marksman,top,Fighter,jungle,Assassin,jungle,Assassin,adc,Marksman,mid,Mage,support,Support,adc,Marksman,top,Assassin,mid,Mage,1.0,4.0,3.0,4.0
Nasus,Jarvan IV,Zac,Gragas,LeBlanc,Aurelion Sol,Xayah,Aphelios,Rakan,Nautilus,-3481.0,blue,-2,-1.0,0.0,-1.0,-6.0,0.33000000000000007,1.0,1.0,top,Fighter,jungle,Tank,top,Tank,top,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank,4.0,2.0,5.0,4.0
Kai'Sa,Rumble,Jax,Samira,Taliyah,Alistar,Nidalee,Gangplank,Thresh,Kayn,1402.0,blue,2,0.0,0.0,-2.0,-0.08000000000000007,-3.0,8.0,0.9199999999999999,adc,Marksman,top,Fighter,top,Fighter,adc,Marksman,jungle,Mage,support,Tank,jungle,Assassin,top,Fighter,support,Support,top,Fighter,1.0,1.0,5.0,3.0
Volibear,Riven,Rek'Sai,Karthus,Rumble,Yasuo,Draven,Aphelios,Soraka,Blitzcrank,663.0,blue,0,-2.0,0.0,-4.0,0.8300000000000001,2.67,2.0,2.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,4.0,3.0,4.0
Sylas,Gwen,Zac,Hecarim,Irelia,Seraphine,Vayne,Aphelios,Thresh,Braum,1343.0,blue,2,-1.0,0.0,1.5,1.0,2.0,4.5,5.0,top,Mage,top,Fighter,top,Tank,jungle,Fighter,top,Fighter,adc,Mage,top,Marksman,adc,Marksman,support,Support,support,Support,2.0,4.0,5.0,4.0
Lulu,Rek'Sai,Olaf,Jinx,Zed,Thresh,Zeri,Galio,Heimerdinger,Aatrox,2427.0,blue,2,0.0,-1.0,2.5,2.0,-5.0,2.0,-2.0,support,Support,jungle,Fighter,top,Fighter,adc,Marksman,top,Assassin,support,Support,adc,Marksman,mid,Tank,support,Mage,top,Fighter,2.0,0.0,5.0,4.0
Mordekaiser,Quinn,Lee Sin,Jarvan IV,Tristana,Akali,Jinx,Kai'Sa,Pyke,Blitzcrank,-1457.0,blue,0,1.0,1.0,2.0,-7.0,-4.67,-0.5,1.17,top,Fighter,top,Marksman,jungle,Fighter,jungle,Tank,mid,Marksman,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,4.0,3.0,3.0
Tryndamere,Singed,Nidalee,Brand,Akshan,Sylas,Kai'Sa,Vayne,Alistar,Lux,8010.0,blue,2,-2.0,-2.0,-1.0,3.0,5.0,2.17,4.0,top,Fighter,top,Tank,jungle,Assassin,support,Mage,top,Marksman,top,Mage,adc,Marksman,top,Marksman,support,Tank,mid,Mage,4.0,1.0,4.0,3.0
Darius,Jarvan IV,Jax,Lee Sin,Taliyah,Kayle,Twitch,Aphelios,Soraka,Janna,4822.0,blue,2,-2.0,-1.0,-1.0,0.16999999999999993,2.0,2.0,2.5,top,Fighter,jungle,Tank,top,Fighter,jungle,Fighter,jungle,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,3.0,4.0,4.0
Bel'Veth,Gnar,Vi,Zac,Syndra,Lux,Twitch,Caitlyn,Karma,Milio,6797.0,blue,-1,-2.0,-1.0,0.6699999999999999,5.67,2.5,4.0,6.0,jungle,Fighter,top,Fighter,jungle,Fighter,top,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,4.0,3.0,5.0
Jayce,Zilean,Pantheon,Zac,Syndra,Karthus,Jinx,Aphelios,Milio,Lulu,10715.0,blue,1,-1.0,-2.0,1.5,5.5,2.33,6.0,7.75,top,Fighter,mid,Support,top,Fighter,top,Tank,mid,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,2.0,4.0,4.0
Jayce,Olaf,Taliyah,Nidalee,Azir,LeBlanc,Kai'Sa,Ezreal,Karma,Janna,-6865.0,red,-1,0.0,1.0,-4.0,-4.5,-1.0,-0.08000000000000007,-5.33,top,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support,5.0,5.0,3.0,4.0
K'Sante,Riven,Ekko,Kha'Zix,Fizz,Malphite,Kai'Sa,Karthus,Tahm Kench,Senna,3979.0,blue,1,0.0,-1.0,-1.0,-2.5,0.6699999999999999,7.0,2.75,top,Tank,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Assassin,top,Tank,adc,Marksman,jungle,Mage,top,Support,support,Marksman,4.0,3.0,4.0,5.0
Cassiopeia,Cho'Gath,Kindred,Kha'Zix,Swain,Brand,Ashe,Varus,Blitzcrank,Thresh,-7160.0,red,0,1.0,1.0,-6.0,-2.0,-1.0,-10.8,-6.33,top,Mage,top,Tank,jungle,Marksman,jungle,Assassin,top,Mage,support,Mage,adc,Marksman,mid,Marksman,support,Tank,support,Support,4.0,3.0,3.0,5.0
Singed,Teemo,Maokai,Kayn,Kai'Sa,Lux,Ezreal,Sivir,Soraka,Pyke,264.0,blue,-1,-1.0,0.0,0.0,-2.67,3.67,0.0,-1.0,top,Tank,top,Marksman,top,Tank,top,Fighter,adc,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,4.0,3.0,4.0
Jax,K'Sante,Kha'Zix,Jarvan IV,Ahri,Galio,Ezreal,Jinx,Janna,Twitch,3167.0,blue,2,0.0,-1.0,0.5,6.2,-0.6699999999999999,6.0,1.75,top,Fighter,top,Tank,jungle,Assassin,jungle,Tank,mid,Mage,mid,Tank,adc,Marksman,adc,Marksman,support,Support,adc,Marksman,5.0,4.0,5.0,2.0
